"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13750","TestPcibackErrorSuite/TestReportClearsOnFix","","2026-09-03","passed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","881980","TestAppsSuite/TestVMAppPurgeAfterPowerCycle","","2026-09-03","passed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/apps","github.com/lf-edge/eve/evetest/tests/apps",""
"","8170","TestPcibackErrorSuite/TestReportCollision","","2026-09-03","passed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","20","TestSecuritySuite/TestVCom","","2026-09-03","failed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/security","github.com/lf-edge/eve/evetest/tests/security",""
"","146910","TestSecuritySuite","","2026-09-03","failed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/security","github.com/lf-edge/eve/evetest/tests/security",""
"","423900","TestAppsSuite/TestPurgeNeverActivatedApp","","2026-09-03","passed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/apps","github.com/lf-edge/eve/evetest/tests/apps",""
"","471560","TestLPSSuite/TestAppLocalInfo","","2026-09-03","passed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/lps","github.com/lf-edge/eve/evetest/tests/lps",""
"","1690","TestAppsSuite/TestVMAppPurgeReplacesVMIRS","","2026-09-03","skipped","2026-09-03","","github.com/lf-edge/eve/evetest/tests/apps","github.com/lf-edge/eve/evetest/tests/apps",""
"","188860","TestAppsSuite/TestAppLogs","","2026-09-03","passed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/apps","github.com/lf-edge/eve/evetest/tests/apps",""
"","363380","TestLPSSuite/TestRadioSilence","","2026-09-03","passed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/lps","github.com/lf-edge/eve/evetest/tests/lps",""
"","404670","TestPcibackErrorSuite/TestReportWarningsOnly","","2026-09-03","passed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","7980","TestPcibackErrorSuite/TestReportCycleDetected","","2026-09-03","passed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
"","17140","TestPcibackErrorSuite/TestReportIfnameMismatch","","2026-09-03","passed","2026-09-03","","github.com/lf-edge/eve/evetest/tests/networking","github.com/lf-edge/eve/evetest/tests/networking",""
